#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	KINGCO-007-AKQ014A	KINGCO-007-AKQ014B	KINGCO-007-AKQ01A	KINGCO-007-AKQ01B	KINGCO-007-AKQ02A	KINGCO-007-AKQ02B	KINGCO-007-AKQ03A	KINGCO-007-AKQ03B	KINGCO-007-AKQ05A	KINGCO-007-AKQ05B
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512|s__GGB33512_SGB15203	0.223808	0.789706	0.0	0.004802	0.0	0.0	0.001173	0.004316	0.128217	0.285111
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0.223663	0.216714	0.003091	0.036528	0.0	0.0	0.0	0.004101	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216	0.218988	0.036595	0.453531	0.120461	0.0	0.0	0.120622	0.149135	0.932329	0.056448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis	0.208628	0.269059	0.34023	0.319545	1.978776	3.371927	0.393388	0.679901	0.738713	0.438122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346	0.20252	0.06132	1.636719	2.464549	0.0	0.0	0.01344	0.017638	0.122693	0.132756
k__Bacteria|p__Chloroflexota|c__CFGB3041|o__OFGB3041|f__FGB3041|g__GGB9548|s__GGB9548_SGB14955	0.197605	0.475851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.194222	0.138195	0.15271	0.223662	0.335067	0.323941	0.198989	1.169659	0.225325	0.057259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis_ex_Durand_et_al_2017	0.190118	0.205108	0.491218	0.848836	1.235714	1.256101	3.845561	2.39517	0.515584	0.119719
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_segnis	0.184075	0.12695	0.115687	0.247442	0.0	0.0	0.0	0.028484	0.020602	0.047296
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244	0.180925	0.243227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.173965	0.213521	0.468028	0.352605	0.0	0.0	2.343982	2.396145	0.329054	0.253043
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_SGB14844	0.170079	0.349059	0.0	0.0	0.084653	0.404423	0.049405	0.036057	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2937|o__OFGB2937|f__FGB2937|g__GGB9271|s__GGB9271_SGB14222	0.167771	0.175991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730|s__GGB9730_SGB15291	0.156681	0.255996	0.046281	0.072587	0.0	0.0	0.044786	0.021261	0.076293	0.081977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0.154258	0.258702	0.660669	0.02687	0.0	0.000459	0.010518	0.064297	0.013693	0.07802
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	0.15093	0.207173	0.113762	0.100596	0.041983	0.048086	0.031949	0.051026	0.069767	0.105234
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.148302	0.159971	0.126509	0.000203	0.009252	0.109342	0.0	0.012734	0.116327	0.597926
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB3033|s__GGB3033_SGB4029	0.142355	0.158978	0.0	0.0	0.0	0.0	0.0	0.0	0.013079	0.0
k__Bacteria|p__Firmicutes|c__CFGB72904|o__OFGB72904|f__FGB72904|g__GGB4197|s__GGB4197_SGB5684	0.142228	0.326243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608|s__GGB9608_SGB15042	0.139667	0.087027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Gallintestinimicrobium|s__Gallintestinimicrobium_propionicum	0.13852	0.065119	0.374044	0.401056	0.013791	0.399596	0.014106	0.030204	0.003107	0.047392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0.13433	0.750043	0.011605	0.048634	0.833565	0.538796	0.058934	0.009084	0.000591	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.132761	0.234124	0.039372	0.021276	0.004885	0.0	0.008416	0.039228	0.223901	0.52823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Simiaoa|s__Simiaoa_sunii	0.129959	0.187014	0.0	0.007734	0.280215	1.069353	0.0	0.0	0.040576	0.448505
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris	0.128788	0.193607	0.0	0.0	0.0	0.0	0.021153	0.03033	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9760|s__GGB9760_SGB15374	0.124182	0.081303	0.484966	0.449458	0.0	0.0	0.0	0.0	0.233639	0.377508
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_senegalensis	0.122511	0.130442	0.093786	0.042648	0.091437	0.26366	0.0	0.013067	0.104552	0.06638
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.121932	0.152501	0.014804	0.027859	0.157479	0.075723	0.059248	0.054597	0.006003	0.021805
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569|s__GGB3569_SGB4776	0.119626	0.239958	0.0	0.0	0.0	0.0	0.0	0.000149	2.7e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141	0.113875	0.117372	0.187384	0.02661	0.0	0.0	0.0	0.0	0.002222	0.030621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	0.11115	0.012759	1.466064	2.571933	0.078449	0.144019	1.559637	1.1695	0.931692	0.14516
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.108859	0.126504	0.0	0.0	0.0	0.0	0.064082	0.02359	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775|s__GGB9775_SGB15395	0.10631	0.126471	0.0	0.004696	0.063451	0.349516	0.016224	0.007585	0.169405	0.046003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.105987	0.005685	0.472845	0.789994	0.0	0.000124	0.0	0.610901	0.000576	0.017872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_yibonii	0.101835	0.034737	0.0	0.0	0.0	0.0	0.280539	0.019973	0.0	0.254234
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234	0.101496	0.01958	0.0	0.0	0.0	0.0	0.160235	0.251375	0.134391	0.068812
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15103	0.100841	0.000638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.098537	0.187823	0.094996	0.083226	0.245363	0.049318	0.167998	0.41932	0.357939	0.74782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB51491|s__GGB51491_SGB71859	0.098306	0.08899	0.047509	0.193316	0.025423	0.011216	0.005941	0.033606	0.017298	0.008378
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.096562	0.088409	0.0	0.0	0.0	0.0	0.007051	0.031304	0.045727	0.019021
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.095664	0.010661	0.102865	0.053431	0.004279	0.003453	0.0	0.0	0.033197	0.040946
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anthropogastromicrobium|s__Anthropogastromicrobium_aceti	0.087891	0.018012	0.133008	0.092515	0.0	0.0	0.02186	0.038375	0.002956	0.013322
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9767|s__GGB9767_SGB15385	0.087195	0.192911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis	0.087083	0.025022	0.521471	0.485547	0.136403	0.098558	0.210523	0.160216	0.358343	0.268785
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552|s__GGB4552_SGB6276	0.086032	0.248993	0.0	0.0	0.0	0.0	0.072553	0.045847	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_MSJ_31	0.084715	0.145616	0.045027	0.010014	0.0	0.0	0.059671	0.156894	0.025966	0.071608
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH	0.084218	0.021915	0.082286	0.021573	0.0	0.0	0.001392	0.006805	0.028611	0.224087
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.083366	0.144797	0.684158	0.193691	0.0	0.0	0.213528	0.039026	0.011418	0.073313
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101	0.077075	0.165952	0.114964	0.077739	0.211396	0.287945	0.053858	0.041297	0.033042	0.035684
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.076613	0.060355	0.050564	0.088782	0.091183	0.033581	0.054401	0.108697	0.054805	0.029036
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	0.075209	0.094078	0.343303	0.290625	0.0	0.014749	0.08768	0.833438	0.50752	0.344421
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.074367	0.046322	0.754143	0.298361	0.556781	0.4556	0.602659	0.295151	0.205801	0.111144
k__Bacteria|p__Firmicutes|c__CFGB2952|o__OFGB2952|f__FGB2952|g__GGB9293|s__GGB9293_SGB14250	0.06986	0.053592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB143497|s__GGB143497_SGB15224	0.067174	0.087569	0.005923	0.003253	0.0	0.0	0.034757	0.057944	0.024669	0.018027
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42686|s__GGB42686_SGB59889	0.063426	0.059915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563|s__GGB9563_SGB14975	0.062979	0.080132	0.0	0.0	0.011656	0.014544	0.00149	0.024237	0.001564	0.0
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB4619|s__GGB4619_SGB6395	0.062967	0.050232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci	0.062119	0.146617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.061686	0.103421	0.033855	0.118149	0.239085	0.438213	0.08668	0.438748	0.065472	0.111483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9760|s__GGB9760_SGB15373	0.06152	0.014545	0.019361	0.019405	0.0	0.0	0.161379	0.147352	0.035074	0.031605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_hominis	0.060815	0.064669	0.410148	0.222719	0.100639	0.105321	1.264463	0.79808	0.079206	0.129981
k__Bacteria|p__Firmicutes|c__CFGB79315|o__OFGB79315|f__FGB79315|g__GGB9765|s__GGB9765_SGB15382	0.056647	0.102204	0.002922	0.020419	0.0	0.0	0.0	0.0	0.035561	0.018371
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964	0.055428	0.125371	0.078085	0.037199	0.030784	0.019202	0.151513	0.11367	0.007405	0.005552
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.054589	0.059478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saudiense	0.051341	0.095511	0.314625	0.017281	0.0	0.0	0.05286	0.26833	0.025606	0.064995
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	0.04748	0.030241	0.729743	0.471638	0.190563	0.037349	0.426455	0.980824	2.461278	2.935202
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4590|s__GGB4590_SGB6349	0.04727	0.005051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687|s__GGB47687_SGB2286	0.047098	0.083427	0.0	0.0	0.0	0.0	0.388789	0.259623	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6184	0.046058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT	0.045585	0.081149	0.170722	0.091046	0.091659	0.068745	0.271775	0.232306	0.103767	0.172024
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.044533	0.16459	0.0	0.0	0.530201	0.867507	0.0	0.0	0.0	0.035716
k__Bacteria|p__Firmicutes|c__CFGB9345|o__OFGB9345|f__FGB9345|g__GGB9345|s__GGB9345_SGB14311	0.044139	0.345967	0.0	0.0	0.0	0.0	0.0	0.0	2.676799	0.545082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15236	0.043924	0.009016	0.0	0.0	0.0	0.0	0.009057	0.039003	0.102623	0.035258
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9770|s__GGB9770_SGB15390	0.04286	0.266607	0.0	0.00641	0.100171	0.557757	0.359752	0.294517	0.707184	0.709213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp_LFL_21	0.041705	0.116843	0.0	0.0	0.027013	0.118148	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4684|s__GGB4684_SGB6478	0.041656	0.299002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3474|s__GGB3474_SGB4637	0.04107	0.000195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Dakarella|s__Dakarella_massiliensis	0.040231	0.019481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14341	0.039783	0.137912	1.037022	0.169318	0.0	0.0	0.0	0.0	0.018872	0.043139
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522|s__GGB9522_SGB14921	0.039279	0.122158	0.016984	0.016705	0.0	0.0	0.012926	0.006837	0.044617	0.0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202|g__GGB34900|s__GGB34900_SGB14891	0.036594	0.081686	0.024688	0.02237	0.0	0.0	0.003364	0.00115	0.040698	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_faecis	0.036271	0.083144	0.133241	0.137852	0.295289	0.123888	0.44937	0.484684	0.098743	0.077014
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458|s__GGB41458_SGB58520	0.034442	0.063398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Bacillota_unclassified|f__Bacillota_unclassified|g__GGB143098|s__GGB143098_SGB14906	0.034436	0.098459	0.0	0.0	0.218682	0.412746	0.066835	0.092125	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii	0.034351	0.024072	0.0	0.0	0.62223	0.361185	0.389825	1.469561	0.289855	0.448553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MCC283	0.033719	0.024861	0.250295	0.169335	0.0	0.0	0.081549	0.024645	0.312429	0.455144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_valericigenes	0.033459	0.078644	0.0	0.001014	0.102014	0.164213	0.0	0.0	0.000876	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_faecihominis	0.033293	0.004961	0.008605	0.006054	0.0	0.0	0.065656	0.200603	3.5e-05	0.005993
k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3146|s__GGB3146_SGB4159	0.032643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_leptum	0.032461	0.079879	0.025756	0.470008	0.00956	0.05679	0.074848	0.078773	0.517055	0.120099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	0.032441	0.049793	1.632078	1.051851	0.0	0.0	0.07256	0.477211	0.042209	0.107129
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB9117|s__GGB9117_SGB14050	0.032215	0.027427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984|g__GGB9347|s__GGB9347_SGB14313	0.03081	0.195575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090729
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493|s__GGB13493_SGB15238	0.029594	0.149568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3677|s__GGB3677_SGB4990	0.029582	0.047229	0.022822	0.033886	0.027133	0.055657	0.0	0.004688	0.058295	0.060227
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9602|s__GGB9602_SGB15031	0.029398	0.022038	0.0	0.0	0.0	0.0	0.0	0.0	0.094491	0.059677
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB74356|s__GGB74356_SGB53465	0.027443	0.039361	0.0	0.0	0.043269	0.03091	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0.026451	0.004437	0.0	0.0	0.0	0.0	0.0	1.157195	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB128655|s__GGB128655_SGB159091	0.026023	0.043683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia|s__Oliverpabstia_intestinalis	0.025789	0.00681	0.127676	0.438217	0.352359	0.240687	0.030349	0.104531	0.005998	0.149517
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	0.02566	0.050339	0.0	0.0	0.0	0.0	0.488181	0.208271	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309|f__FGB10309|g__GGB4676|s__GGB4676_SGB146335	0.025481	0.095598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB45552|s__GGB45552_SGB63238	0.024533	0.008932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.024202	0.225347	0.435801	0.056515	0.0	0.0	0.0	0.017196	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45491|s__GGB45491_SGB63163	0.02388	0.032194	0.011669	0.008542	0.007271	0.021103	0.036414	0.037052	0.017941	0.034254
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9782|s__GGB9782_SGB15403	0.023533	0.048165	0.003014	0.01368	0.059072	0.171378	0.004913	0.012087	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6173	0.022939	0.0	0.071331	0.130038	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB48199|o__OFGB48199|f__FGB48199|g__GGB79307|s__GGB79307_SGB105428	0.022907	0.032803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962	0.022677	0.065941	0.0	0.004291	0.114988	0.088515	0.115095	0.079533	0.016202	0.019658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp_An10	0.021971	0.01965	0.0	0.000948	0.166032	0.195828	0.002059	0.001427	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.021954	0.00664	0.028768	0.047274	0.0	0.008846	0.015161	0.034737	0.000814	0.019878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15401	0.021851	0.048462	0.0	0.002835	0.0	0.0	0.006737	0.002135	0.034617	0.040558
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB42632|s__GGB42632_SGB59829	0.021706	0.020528	0.026889	0.02478	0.115139	0.0651	0.0	0.003802	5.1e-05	0.0
k__Bacteria|p__Firmicutes|c__CFGB88483|o__OFGB88483|f__FGB88483|g__GGB9291|s__GGB9291_SGB14248	0.021511	0.035424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB11916|o__OFGB11916|f__FGB11916|g__GGB34540|s__GGB34540_SGB54300	0.019521	0.012427	0.0	0.0	0.0	0.0	0.0	0.0	0.000125	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB9299|s__GGB9299_SGB14259	0.019477	0.016451	0.0	0.001478	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_pectinilyticus	0.01933	0.052046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
