#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	KINGCO-007-AKQ014A	KINGCO-007-AKQ014B	KINGCO-007-AKQ01A	KINGCO-007-AKQ01B	KINGCO-007-AKQ02A	KINGCO-007-AKQ02B	KINGCO-007-AKQ03A	KINGCO-007-AKQ03B	KINGCO-007-AKQ05A	KINGCO-007-AKQ05B
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__SGB16986	0.0	0.0	0.0	0.0	0.0	0.007099	0.0	0.0	0.001195	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__GGB9495|s__GGB9495_SGB14892|t__SGB14892	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__GGB42345|s__GGB42345_SGB59513|t__SGB59513	0.0	0.0	0.0	0.0	0.0	0.003495	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens|t__SGB17291	0.0	0.0	0.0	0.0	0.0	0.003319	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis|t__SGB6962	0.0	0.0	0.0	0.0	0.0	0.002843	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448|t__SGB15872	0.0	0.0	0.0	0.0	0.0	0.002778	0.0	0.0	0.000351	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1380|s__GGB1380_SGB1883|t__SGB1883	0.0	0.0	0.0	0.0	0.0	0.002371	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB95106|o__OFGB95106|f__FGB95106|g__GGB42669|s__GGB42669_SGB59870|t__SGB59870	0.0	0.0	0.0	0.0	0.0	0.001654	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sinensis|t__SGB14810	0.0	0.0	0.0	0.0	0.0	0.000714	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38987|s__GGB38987_SGB63305|t__SGB63305	0.0	0.0	0.0	0.0	0.0	0.000645	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Hydrogeniiclostridium|s__Hydrogeniiclostridium_mannosilyticum|t__SGB14890	0.0	0.0	0.0	0.0	0.0	0.000463	0.077414	0.193658	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437	0.0	0.0	0.0	0.0	0.0	0.000246	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerota	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.010703	0.0
k__Bacteria|p__Firmicutes|c__CFGB1473	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB94686	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB94686|o__OFGB94686	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB94686|o__OFGB94686|f__FGB94686	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.065688	0.006488	0.017493	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.021436	0.038469	0.062961	0.026449
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4569	0.0	0.0	0.0	0.0	0.0	0.0	10.949009	0.230802	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4599	0.0	0.0	0.0	0.0	0.0	0.0	7.595167	1.243856	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200	0.0	0.0	0.0	0.0	0.0	0.0	1.373432	1.62084	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia	0.0	0.0	0.0	0.0	0.0	0.0	0.977209	0.597774	0.267854	0.223216
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759	0.0	0.0	0.0	0.0	0.0	0.0	0.486354	0.283883	0.018038	0.038661
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB142567	0.0	0.0	0.0	0.0	0.0	0.0	0.19262	0.068132	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068	0.0	0.0	0.0	0.0	0.0	0.0	0.169793	0.174155	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB94686|o__OFGB94686|f__FGB94686|g__GGB8965	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Pseudoruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.080519	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Rummeliibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.065688	0.006488	0.00546	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9677	0.0	0.0	0.0	0.0	0.0	0.0	0.064425	0.177781	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123|g__GGB3139	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB140897	0.0	0.0	0.0	0.0	0.0	0.0	0.029458	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.025437	0.077959	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.021436	0.038469	0.062961	0.026449
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185	0.0	0.0	0.0	0.0	0.0	0.0	0.00946	0.014455	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4603	0.0	0.0	0.0	0.0	0.0	0.0	0.006429	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627	0.0	0.0	0.0	0.0	0.0	0.0	0.0061	0.018247	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9239	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.014773	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571	0.0	0.0	0.0	0.0	0.0	0.0	0.004794	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.004638	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.003662	0.007756	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB140948	0.0	0.0	0.0	0.0	0.0	0.0	0.002053	0.003491	0.005612	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4569|s__GGB4569_SGB6310	0.0	0.0	0.0	0.0	0.0	0.0	10.949009	0.230802	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4599|s__GGB4599_SGB6362	0.0	0.0	0.0	0.0	0.0	0.0	7.595167	1.243856	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322	0.0	0.0	0.0	0.0	0.0	0.0	2.016526	0.446185	0.342819	0.859469
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200|s__GGB9200_SGB14139	0.0	0.0	0.0	0.0	0.0	0.0	1.373432	1.62084	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.0	0.0	0.0	0.0	0.0	0.0	0.977209	0.597774	0.267854	0.223216
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0.0	0.0	0.0	0.0	0.0	0.0	0.912896	0.523843	0.019838	0.063647
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715|s__GGB9715_SGB15266	0.0	0.0	0.0	0.0	0.0	0.0	0.654666	0.91002	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759|s__GGB9759_SGB15370	0.0	0.0	0.0	0.0	0.0	0.0	0.486354	0.283883	0.018038	0.038661
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093	0.0	0.0	0.0	0.0	0.0	0.0	0.343928	0.437645	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0.0	0.0	0.0	0.0	0.0	0.0	0.27062	0.528253	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar	0.0	0.0	0.0	0.0	0.0	0.0	0.230493	0.834654	0.077265	0.586159
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB142567|s__GGB142567_SGB14796	0.0	0.0	0.0	0.0	0.0	0.0	0.19262	0.068132	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850	0.0	0.0	0.0	0.0	0.0	0.0	0.169793	0.174155	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB94686|o__OFGB94686|f__FGB94686|g__GGB8965|s__GGB8965_SGB13825	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.080519	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cuniculi	0.0	0.0	0.0	0.0	0.0	0.0	0.079331	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14342	0.0	0.0	0.0	0.0	0.0	0.0	0.074446	0.019143	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Rummeliibacillus|s__Rummeliibacillus_sp_POC4	0.0	0.0	0.0	0.0	0.0	0.0	0.065688	0.006488	0.00546	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9677|s__GGB9677_SGB15180	0.0	0.0	0.0	0.0	0.0	0.0	0.064425	0.177781	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.039141	0.014468	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123|g__GGB3139|s__GGB3139_SGB4152	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB140897|s__GGB140897_SGB6321	0.0	0.0	0.0	0.0	0.0	0.0	0.029458	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3446|s__GGB3446_SGB4596	0.0	0.0	0.0	0.0	0.0	0.0	0.029349	0.019414	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9767|s__GGB9767_SGB15384	0.0	0.0	0.0	0.0	0.0	0.0	0.027333	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.025437	0.077959	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_aliiformigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.021436	0.038469	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.0	0.012785	0.01507	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185|s__GGB9185_SGB14124	0.0	0.0	0.0	0.0	0.0	0.0	0.00946	0.014455	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2919|o__OFGB2919|f__FGB2919|g__GGB9241|s__GGB9241_SGB14183	0.0	0.0	0.0	0.0	0.0	0.0	0.009091	0.034622	0.014747	0.001275
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia_saccharogumia	0.0	0.0	0.0	0.0	0.0	0.0	0.007479	0.014595	0.019202	0.013313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33690|s__GGB33690_SGB15046	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.01333	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4603|s__GGB4603_SGB6367	0.0	0.0	0.0	0.0	0.0	0.0	0.006429	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081	0.0	0.0	0.0	0.0	0.0	0.0	0.0061	0.018247	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9239|s__GGB9239_SGB14181	0.0	0.0	0.0	0.0	0.0	0.0	0.0053	0.014773	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571|s__GGB4571_SGB6317	0.0	0.0	0.0	0.0	0.0	0.0	0.004794	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.004638	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_gastricus	0.0	0.0	0.0	0.0	0.0	0.0	0.00449	0.001466	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides	0.0	0.0	0.0	0.0	0.0	0.0	0.003662	0.007756	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.002491	0.000901	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB140948|s__GGB140948_SGB47555	0.0	0.0	0.0	0.0	0.0	0.0	0.002053	0.003491	0.005612	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4574	0.0	0.0	0.0	0.0	0.0	0.0	0.001214	0.000498	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4569|s__GGB4569_SGB6310|t__SGB6310	0.0	0.0	0.0	0.0	0.0	0.0	10.949009	0.230802	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4599|s__GGB4599_SGB6362|t__SGB6362	0.0	0.0	0.0	0.0	0.0	0.0	7.595167	1.243856	0.0	0.0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322|t__SGB14322	0.0	0.0	0.0	0.0	0.0	0.0	2.016526	0.446185	0.342819	0.859469
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200|s__GGB9200_SGB14139|t__SGB14139	0.0	0.0	0.0	0.0	0.0	0.0	1.373432	1.62084	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	0.0	0.0	0.0	0.0	0.0	0.0	0.977209	0.597774	0.267854	0.223216
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens|t__SGB14773	0.0	0.0	0.0	0.0	0.0	0.0	0.912896	0.523843	0.019838	0.063647
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9715|s__GGB9715_SGB15266|t__SGB15266	0.0	0.0	0.0	0.0	0.0	0.0	0.654666	0.91002	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae|g__GGB9759|s__GGB9759_SGB15370|t__SGB15370	0.0	0.0	0.0	0.0	0.0	0.0	0.486354	0.283883	0.018038	0.038661
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060|t__SGB5060	0.0	0.0	0.0	0.0	0.0	0.0	0.402026	0.37102	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	0.0	0.0	0.0	0.0	0.0	0.0	0.343928	0.437645	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis|t__SGB6806	0.0	0.0	0.0	0.0	0.0	0.0	0.27062	0.528253	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar|t__SGB2311	0.0	0.0	0.0	0.0	0.0	0.0	0.230493	0.834654	0.077265	0.586159
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB142567|s__GGB142567_SGB14796|t__SGB14796	0.0	0.0	0.0	0.0	0.0	0.0	0.19262	0.068132	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850|t__SGB47850	0.0	0.0	0.0	0.0	0.0	0.0	0.169793	0.174155	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus|t__SGB4422	0.0	0.0	0.0	0.0	0.0	0.0	0.163999	1.127849	0.021015	0.216774
k__Bacteria|p__Actinomycetota|c__CFGB94686|o__OFGB94686|f__FGB94686|g__GGB8965|s__GGB8965_SGB13825|t__SGB13825	0.0	0.0	0.0	0.0	0.0	0.0	0.085213	0.03781	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis|t__SGB4280	0.0	0.0	0.0	0.0	0.0	0.0	0.080519	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cuniculi|t__SGB29095	0.0	0.0	0.0	0.0	0.0	0.0	0.079331	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14342|t__SGB14342	0.0	0.0	0.0	0.0	0.0	0.0	0.074446	0.019143	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Rummeliibacillus|s__Rummeliibacillus_sp_POC4|t__SGB29934	0.0	0.0	0.0	0.0	0.0	0.0	0.065688	0.006488	0.00546	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9677|s__GGB9677_SGB15180|t__SGB15180	0.0	0.0	0.0	0.0	0.0	0.0	0.064425	0.177781	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis|t__SGB14752	0.0	0.0	0.0	0.0	0.0	0.0	0.039141	0.014468	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4960	0.0	0.0	0.0	0.0	0.0	0.0	0.037628	0.015491	0.015295	0.054137
k__Bacteria|p__Firmicutes|c__CFGB84123|o__OFGB84123|f__FGB84123|g__GGB3139|s__GGB3139_SGB4152|t__SGB4152	0.0	0.0	0.0	0.0	0.0	0.0	0.029552	0.069059	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB140897|s__GGB140897_SGB6321|t__SGB6321	0.0	0.0	0.0	0.0	0.0	0.0	0.029458	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3446|s__GGB3446_SGB4596|t__SGB4596	0.0	0.0	0.0	0.0	0.0	0.0	0.029349	0.019414	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9767|s__GGB9767_SGB15384|t__SGB15384	0.0	0.0	0.0	0.0	0.0	0.0	0.027333	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__SGB15467	0.0	0.0	0.0	0.0	0.0	0.0	0.025437	0.077959	0.0	0.0
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_lenta|t__SGB9203	0.0	0.0	0.0	0.0	0.0	0.0	0.022882	0.011595	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_aliiformigenes|t__SGB9391	0.0	0.0	0.0	0.0	0.0	0.0	0.021436	0.038469	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum|t__SGB6180	0.0	0.0	0.0	0.0	0.0	0.0	0.012785	0.01507	0.0	0.0
